S No,State Code,StateName,District LGD Code,DistrictName,District Name (In Local language),Hierarchy,Short Name of District,Census 2001 Code,Census2011 Code,Pesa Status,View Details,View History,View Government Order,View Map
615,33,Tamil Nadu(State),591,Tiruchirappalli,TIRUCHIRAPPALLI,Tamil Nadu(State),TRC,15,614,Not Covered,,,,
616,33,Tamil Nadu(State),592,Tirunelveli,TIRUNELVELI,Tamil Nadu(State),TRN,29,628,Not Covered,,,,
617,33,Tamil Nadu(State),732,Tirupathur,திருப்பத்தூர்,Tamil Nadu(State),TPR,,0,Not Covered,,,,
618,33,Tamil Nadu(State),634,Tiruppur,TIRUPPUR,Tamil Nadu(State),TRR,,633,Not Covered,,,,
619,33,Tamil Nadu(State),593,Tiruvannamalai,TIRUVANNAMALAI,Tamil Nadu(State),TVN,6,606,Not Covered,,,,
620,33,Tamil Nadu(State),595,Vellore,VELLORE,Tamil Nadu(State),VEL,4,605,Not Covered,,,,
621,33,Tamil Nadu(State),596,Viluppuram,VILLUPURAM,Tamil Nadu(State),VIL,7,607,Not Covered,,,,
622,33,Tamil Nadu(State),597,Virudhunagar,VIRUDHUNAGAR,Tamil Nadu(State),VIR,26,625,Not Covered,,,,
623,36,Telangana(State),501,Adilabad,ఆదిలాబాద్,Telangana(State),ADI,1,532,Fully Covered,,,,
624,36,Telangana(State),690,Bhadradri Kothagudem,భద్రాద్రి కొత్తగూడెం,Telangana(State),BHD,,0,Fully Covered,,,,
625,36,Telangana(State),686,Hanumakonda,హనుమకొండ,Telangana(State),WRN,,0,Partially Covered,,,,
626,36,Telangana(State),507,Hyderabad,హైదరాబాద్,Telangana(State),HYD,5,536,Not Covered,,,,
627,36,Telangana(State),681,Jagitial,జగిత్యాల,Telangana(State),JGI,,0,Not Covered,,,,
628,36,Telangana(State),689,Jangoan,జనగాం,Telangana(State),JNN,,0,Partially Covered,,,,
629,36,Telangana(State),687,Jayashankar Bhupalapally,జయశంకర్ భూపాలపల్లి,Telangana(State),JYS,,0,Partially Covered,,,,
630,36,Telangana(State),695,Jogulamba Gadwal,జోగులాంబ గద్వాల,Telangana(State),JGL,,0,Fully Covered,,,,
631,36,Telangana(State),685,Kamareddy,కామారెడ్డి,Telangana(State),KMD,,0,Not Covered,,,,
632,36,Telangana(State),508,Karimnagar,కరీంనగర్,Telangana(State),KRM,3,534,Not Covered,,,,
633,36,Telangana(State),509,Khammam,ఖమ్మం,Telangana(State),KMM,10,541,Fully Covered,,,,
634,36,Telangana(State),699,Kumuram Bheem Asifabad,కుమురం భీమ్ ఆసిఫాబాద్,Telangana(State),KMB,,0,Fully Covered,,,,
635,36,Telangana(State),688,Mahabubabad,మహబుబాబాద్,Telangana(State),MHD,,0,Fully Covered,,,,
636,36,Telangana(State),512,Mahabubnagar,మహబూబ్ నగర్,Telangana(State),MAH,7,538,Partially Covered,,,,
637,36,Telangana(State),684,Mancherial,మంచిర్యాల్,Telangana(State),MNC,,0,Fully Covered,,,,
638,36,Telangana(State),513,Medak,మెదక్,Telangana(State),MDK,4,535,Not Covered,,,,
639,36,Telangana(State),700,Medchal Malkajgiri,మేడ్చల్ మల్కాజిగిరి,Telangana(State),MDC,,0,Not Covered,,,,
640,36,Telangana(State),720,Mulugu,ములుగు,Telangana(State),MLG,,0,Fully Covered,,,,
641,9,Uttar Pradesh(State),124,Baghpat,BAGHPAT,Uttar Pradesh(State),BGP,8,139,Not Covered,,,,
642,9,Uttar Pradesh(State),125,Bahraich,BAHRAICH,Uttar Pradesh(State),BHR,50,180,Not Covered,,,,
643,36,Telangana(State),694,Nagarkurnool,నాగర్ కర్నూల్,Telangana(State),NGK,,0,Fully Covered,,,,
644,36,Telangana(State),514,Nalgonda,నల్గొండ,Telangana(State),NLG,8,539,Not Covered,,,,
645,36,Telangana(State),721,Narayanpet,నారాయణ్ పేట్,Telangana(State),NRN,,0,Fully Covered,,,,
646,36,Telangana(State),680,Nirmal,నిర్మల్,Telangana(State),NRL,,0,Fully Covered,,,,
647,36,Telangana(State),516,Nizamabad,నిజామాబాదు,Telangana(State),NIZ,2,533,Not Covered,,,,
648,36,Telangana(State),682,Peddapalli,పెద్దపల్లి,Telangana(State),PDD,,0,Not Covered,,,,
649,36,Telangana(State),683,Rajanna Sircilla,రాజన్న సిరిసిల్ల,Telangana(State),RJC,,0,Not Covered,,,,
650,36,Telangana(State),518,Ranga Reddy,రంగా రెడ్డి,Telangana(State),RNG,6,537,Not Covered,,,,
651,36,Telangana(State),691,Sangareddy,సంగారెడ్డి,Telangana(State),SND,,0,Not Covered,,,,
652,36,Telangana(State),692,Siddipet,సిద్దిపేట,Telangana(State),SDD,,0,Partially Covered,,,,
653,36,Telangana(State),696,Suryapet,సూర్యాపేట,Telangana(State),SRY,,0,Not Covered,,,,
654,36,Telangana(State),698,Vikarabad,వికారాబాద్,Telangana(State),VKR,,0,Partially Covered,,,,
655,36,Telangana(State),693,Wanaparthy,వనపర్తి,Telangana(State),WNP,,0,Fully Covered,,,,
656,36,Telangana(State),522,Warangal,వరంగల్,Telangana(State),WAR,9,540,Fully Covered,,,,
657,36,Telangana(State),697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,Telangana(State),YDD,,0,Not Covered,,,,
658,38,The Dadra And Nagar Haveli And Daman And Diu(State),465,Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,The Dadra And Nagar Haveli And Daman And Diu(State),DNH,1,496,Not Covered,,,,
659,38,The Dadra And Nagar Haveli And Daman And Diu(State),463,Daman,DAMAN,The Dadra And Nagar Haveli And Daman And Diu(State),DMN,2,495,Not Covered,,,,
660,38,The Dadra And Nagar Haveli And Daman And Diu(State),464,Diu,DIU,The Dadra And Nagar Haveli And Daman And Diu(State),DIU,1,494,Not Covered,,,,
661,16,Tripura(State),269,Dhalai,ধলাই,Tripura(State),DHL,3,291,Not Covered,,,,
662,16,Tripura(State),654,Gomati,গোমতি,Tripura(State),GOM,,0,Not Covered,,,,
663,16,Tripura(State),652,Khowai,খোয়াই,Tripura(State),KHO,,0,Not Covered,,,,
664,16,Tripura(State),270,North Tripura,উত্তর ত্রিপুরা,Tripura(State),NTR,4,292,Not Covered,,,,
665,16,Tripura(State),653,Sepahijala,সিপাহিজলা,Tripura(State),SEP,,0,Not Covered,,,,
666,16,Tripura(State),271,South Tripura,দক্ষিন ত্রিপুরা,Tripura(State),STR,2,290,Not Covered,,,,
667,16,Tripura(State),655,Unakoti,ঊনকোটি,Tripura(State),UNK,,0,Not Covered,,,,
668,16,Tripura(State),272,West Tripura,পশ্চিম ত্রিপুরা,Tripura(State),WTR,1,289,Not Covered,,,,
669,5,Uttarakhand(State),45,Almora,ALMORA,Uttarakhand(State),ALM,9,64,Not Covered,,,,
670,5,Uttarakhand(State),46,Bageshwar,BAGESHWAR,Uttarakhand(State),BGS,8,63,Not Covered,,,,
671,5,Uttarakhand(State),47,Chamoli,CHAMOLI,Uttarakhand(State),CHL,2,57,Not Covered,,,,
672,5,Uttarakhand(State),48,Champawat,CHAMPAWAT,Uttarakhand(State),CHP,10,65,Not Covered,,,,
673,5,Uttarakhand(State),49,Dehradun,DEHRADUN,Uttarakhand(State),DHR,5,60,Not Covered,,,,
674,5,Uttarakhand(State),50,Haridwar,HARIDWAR,Uttarakhand(State),HRD,13,68,Not Covered,,,,
675,5,Uttarakhand(State),51,Nainital,NAINITAL,Uttarakhand(State),NNT,11,66,Not Covered,,,,
676,5,Uttarakhand(State),52,Pauri Garhwal,PAURI GARHWAL,Uttarakhand(State),PGR,6,61,Not Covered,,,,
677,5,Uttarakhand(State),53,Pithoragarh,PITHORAGARH,Uttarakhand(State),PTH,7,62,Not Covered,,,,
678,5,Uttarakhand(State),54,Rudraprayag,रूद्रप्रयाग,Uttarakhand(State),RPY,3,58,Not Covered,,,,
679,5,Uttarakhand(State),55,Tehri Garhwal,TEHRI GARHWAL,Uttarakhand(State),TGR,4,59,Not Covered,,,,
680,5,Uttarakhand(State),56,Udham Singh Nagar,UDHAM SINGH NAGAR,Uttarakhand(State),USN,12,67,Not Covered,,,,
681,5,Uttarakhand(State),57,Uttarkashi,UTTAR KASHI,Uttarakhand(State),UKS,1,56,Not Covered,,,,
682,9,Uttar Pradesh(State),118,Agra,AGRA,Uttar Pradesh(State),AGR,15,146,Not Covered,,,,
683,9,Uttar Pradesh(State),119,Aligarh,ALIGARH,Uttar Pradesh(State),ALG,12,143,Not Covered,,,,
684,9,Uttar Pradesh(State),121,Ambedkar Nagar,AMBEDKAR NAGAR,Uttar Pradesh(State),AMN,48,178,Not Covered,,,,
685,9,Uttar Pradesh(State),640,Amethi,Amethi,Uttar Pradesh(State),AME,,0,Not Covered,,,,
686,9,Uttar Pradesh(State),154,Amroha,AMROHA,Uttar Pradesh(State),AMR,6,137,Not Covered,,,,
687,9,Uttar Pradesh(State),122,Auraiya,AURAIYA,Uttar Pradesh(State),ARY,32,162,Not Covered,,,,
688,9,Uttar Pradesh(State),140,Ayodhya,AYODHYA,Uttar Pradesh(State),FZB,47,177,Not Covered,,,,
689,9,Uttar Pradesh(State),123,Azamgarh,AZAMGARH,Uttar Pradesh(State),AZM,61,191,Not Covered,,,,
690,9,Uttar Pradesh(State),126,Ballia,BALLIA,Uttar Pradesh(State),BAL,63,193,Not Covered,,,,
691,9,Uttar Pradesh(State),127,Balrampur,BALRAMPUR,Uttar Pradesh(State),BRP,52,182,Not Covered,,,,
692,9,Uttar Pradesh(State),128,Banda,BANDA,Uttar Pradesh(State),BAN,40,170,Not Covered,,,,
693,9,Uttar Pradesh(State),129,Bara Banki,BARA BANKI,Uttar Pradesh(State),BRB,46,176,Not Covered,,,,
694,9,Uttar Pradesh(State),130,Bareilly,BAREILLY,Uttar Pradesh(State),BRL,20,150,Not Covered,,,,
695,9,Uttar Pradesh(State),131,Basti,BASTI,Uttar Pradesh(State),BST,55,185,Not Covered,,,,
696,9,Uttar Pradesh(State),179,Bhadohi,BHADOHI,Uttar Pradesh(State),SRD,68,198,Not Covered,,,,
697,9,Uttar Pradesh(State),132,Bijnor,BIJNOR,Uttar Pradesh(State),BJN,3,134,Not Covered,,,,
698,9,Uttar Pradesh(State),133,Budaun,BUDAUN,Uttar Pradesh(State),BDN,19,149,Not Covered,,,,
699,9,Uttar Pradesh(State),134,Bulandshahr,BULANDSHAHR,Uttar Pradesh(State),BLR,11,142,Not Covered,,,,
700,9,Uttar Pradesh(State),135,Chandauli,CHANDAULI,Uttar Pradesh(State),CHN,66,196,Not Covered,,,,
701,9,Uttar Pradesh(State),136,Chitrakoot,CHITRAKOOT,Uttar Pradesh(State),CHK,41,171,Not Covered,,,,
702,9,Uttar Pradesh(State),137,Deoria,DEORIA,Uttar Pradesh(State),DER,60,190,Not Covered,,,,
703,9,Uttar Pradesh(State),138,Etah,ETAH,Uttar Pradesh(State),ETA,17,201,Not Covered,,,,
704,9,Uttar Pradesh(State),139,Etawah,ETAWAH,Uttar Pradesh(State),ETW,31,161,Not Covered,,,,
705,9,Uttar Pradesh(State),141,Farrukhabad,FARRUKHABAD,Uttar Pradesh(State),FKB,29,159,Not Covered,,,,
706,9,Uttar Pradesh(State),142,Fatehpur,FATEHPUR,Uttar Pradesh(State),FTP,42,172,Not Covered,,,,
707,9,Uttar Pradesh(State),143,Firozabad,FIROZABAD,Uttar Pradesh(State),FIR,16,147,Not Covered,,,,
708,9,Uttar Pradesh(State),144,Gautam Buddha Nagar,GAUTAM BUDDHA NAGAR,Uttar Pradesh(State),GBN,10,141,Not Covered,,,,
709,9,Uttar Pradesh(State),145,Ghaziabad,GHAZIABAD,Uttar Pradesh(State),GZB,9,140,Not Covered,,,,
710,9,Uttar Pradesh(State),146,Ghazipur,GHAZIPUR,Uttar Pradesh(State),GZP,65,195,Not Covered,,,,
711,9,Uttar Pradesh(State),147,Gonda,GONDA,Uttar Pradesh(State),GND,53,183,Not Covered,,,,
712,9,Uttar Pradesh(State),148,Gorakhpur,GORAKHPUR,Uttar Pradesh(State),GKP,58,188,Not Covered,,,,
713,9,Uttar Pradesh(State),149,Hamirpur,HAMIRPUR,Uttar Pradesh(State),HRP,38,168,Not Covered,,,,
714,9,Uttar Pradesh(State),661,Hapur,HAPUR,Uttar Pradesh(State),HAP,,0,Not Covered,,,,
715,9,Uttar Pradesh(State),150,Hardoi,HARDOI,Uttar Pradesh(State),HAR,25,155,Not Covered,,,,
716,9,Uttar Pradesh(State),163,Hathras,HATHRAS,Uttar Pradesh(State),HTR,13,144,Not Covered,,,,
717,9,Uttar Pradesh(State),151,Jalaun,JALAUN,Uttar Pradesh(State),JLU,35,165,Not Covered,,,,
718,9,Uttar Pradesh(State),152,Jaunpur,JAUNPUR,Uttar Pradesh(State),JNP,64,194,Not Covered,,,,
719,9,Uttar Pradesh(State),153,Jhansi,JHANSI,Uttar Pradesh(State),JHS,36,166,Not Covered,,,,
720,9,Uttar Pradesh(State),155,Kannauj,KANNAUJ,Uttar Pradesh(State),KNJ,30,160,Not Covered,,,,
721,9,Uttar Pradesh(State),156,Kanpur Dehat,KANPUR DEHAT,Uttar Pradesh(State),KPD,33,163,Not Covered,,,,
722,9,Uttar Pradesh(State),157,Kanpur Nagar,KANPUR NAGAR,Uttar Pradesh(State),KPN,34,164,Not Covered,,,,
723,9,Uttar Pradesh(State),633,Kasganj,Kasganj,Uttar Pradesh(State),KAS,,202,Not Covered,,,,
724,9,Uttar Pradesh(State),158,Kaushambi,KAUSHAMBI,Uttar Pradesh(State),KSB,44,174,Not Covered,,,,
725,9,Uttar Pradesh(State),159,Kheri,KHERI,Uttar Pradesh(State),KHR,23,153,Not Covered,,,,
726,9,Uttar Pradesh(State),160,Kushinagar,KUSHINAGAR,Uttar Pradesh(State),KSN,59,189,Not Covered,,,,
727,9,Uttar Pradesh(State),161,Lalitpur,LALITPUR,Uttar Pradesh(State),LLP,37,167,Not Covered,,,,
728,9,Uttar Pradesh(State),162,Lucknow,LUCKNOW,Uttar Pradesh(State),LCK,27,157,Not Covered,,,,
729,9,Uttar Pradesh(State),165,Mahoba,MAHOBA,Uttar Pradesh(State),MHB,39,169,Not Covered,,,,
730,9,Uttar Pradesh(State),164,Mahrajganj,MAHRAJGANJ,Uttar Pradesh(State),MRG,57,187,Not Covered,,,,
731,9,Uttar Pradesh(State),166,Mainpuri,MAINPURI,Uttar Pradesh(State),MPR,18,148,Not Covered,,,,
732,9,Uttar Pradesh(State),167,Mathura,MATHURA,Uttar Pradesh(State),MTH,14,145,Not Covered,,,,
733,9,Uttar Pradesh(State),168,Mau,MAU,Uttar Pradesh(State),MAU,62,192,Not Covered,,,,
734,9,Uttar Pradesh(State),169,Meerut,MEERUT,Uttar Pradesh(State),MRT,7,138,Not Covered,,,,
735,9,Uttar Pradesh(State),170,Mirzapur,मिर्ज़ापुर,Uttar Pradesh(State),MZP,69,199,Not Covered,,,,
736,9,Uttar Pradesh(State),171,Moradabad,MORADABAD,Uttar Pradesh(State),MRB,4,135,Not Covered,,,,
737,9,Uttar Pradesh(State),172,Muzaffarnagar,MUZAFFARNAGAR,Uttar Pradesh(State),MZN,2,133,Not Covered,,,,
738,9,Uttar Pradesh(State),173,Pilibhit,PILIBHIT,Uttar Pradesh(State),PLB,21,151,Not Covered,,,,
739,9,Uttar Pradesh(State),174,Pratapgarh,PRATAPGARH,Uttar Pradesh(State),PRG,43,173,Not Covered,,,,
740,9,Uttar Pradesh(State),120,Prayagraj,PRAYAGRAJ,Uttar Pradesh(State),ALB,45,175,Not Covered,,,,
741,9,Uttar Pradesh(State),175,Rae Bareli,RAE BARELI,Uttar Pradesh(State),RBL,28,158,Not Covered,,,,
742,9,Uttar Pradesh(State),176,Rampur,RAMPUR,Uttar Pradesh(State),RMP,5,136,Not Covered,,,,
743,9,Uttar Pradesh(State),177,Saharanpur,SAHARANPUR,Uttar Pradesh(State),SHR,1,132,Not Covered,,,,
744,9,Uttar Pradesh(State),659,Sambhal,SAMBHAL,Uttar Pradesh(State),SBL,,0,Not Covered,,,,
745,9,Uttar Pradesh(State),178,Sant Kabir Nagar,SANT KABIR NAGAR,Uttar Pradesh(State),SKN,56,186,Not Covered,,,,
746,9,Uttar Pradesh(State),180,Shahjahanpur,SHAHJAHANPUR,Uttar Pradesh(State),SJN,22,152,Not Covered,,,,
747,9,Uttar Pradesh(State),660,Shamli,SHAMLI,Uttar Pradesh(State),SML,,0,Not Covered,,,,
748,9,Uttar Pradesh(State),181,Shrawasti,SHRAWASTI,Uttar Pradesh(State),SHV,51,181,Not Covered,,,,
749,9,Uttar Pradesh(State),182,Siddharthnagar,SIDDHARTHNAGAR,Uttar Pradesh(State),SDN,54,184,Not Covered,,,,
750,9,Uttar Pradesh(State),183,Sitapur,SITAPUR,Uttar Pradesh(State),STP,24,154,Not Covered,,,,
751,9,Uttar Pradesh(State),184,Sonbhadra,SONBHADRA,Uttar Pradesh(State),SBD,70,200,Not Covered,,,,
752,9,Uttar Pradesh(State),185,Sultanpur,SULTANPUR,Uttar Pradesh(State),SLP,49,179,Not Covered,,,,
753,9,Uttar Pradesh(State),186,Unnao,UNNAO,Uttar Pradesh(State),UNO,26,156,Not Covered,,,,
754,9,Uttar Pradesh(State),187,Varanasi,VARANASI,Uttar Pradesh(State),VRN,67,197,Not Covered,,,,
755,19,West Bengal(State),664,Alipurduar,,West Bengal(State),APD,,0,Not Covered,,,,
756,19,West Bengal(State),305,Bankura,BANKURA,West Bengal(State),BNR,13,339,Not Covered,,,,
757,19,West Bengal(State),307,Birbhum,BIRBHUM,West Bengal(State),BIR,8,334,Not Covered,,,,
758,19,West Bengal(State),308,Cooch Behar,COOCH BEHAR,West Bengal(State),CBH,3,329,Not Covered,,,,
759,19,West Bengal(State),310,Dakshin Dinajpur,DAKSHIN DINAJPUR,West Bengal(State),DPD,5,331,Not Covered,,,,
760,19,West Bengal(State),309,Darjeeling,DARJEELING,West Bengal(State),DRJ,1,327,Not Covered,,,,
761,19,West Bengal(State),312,Hooghly,HOOGHLY,West Bengal(State),HOO,12,338,Not Covered,,,,
762,19,West Bengal(State),313,Howrah,HOWRAH,West Bengal(State),HWR,16,341,Not Covered,,,,
763,19,West Bengal(State),314,Jalpaiguri,JALPAIGURI,West Bengal(State),JLP,2,328,Not Covered,,,,
764,19,West Bengal(State),703,Jhargram,Jhargram,West Bengal(State),GRM,,0,Not Covered,,,,
765,19,West Bengal(State),702,Kalimpong,KALIMPONG,West Bengal(State),MPN,,0,Not Covered,,,,
766,19,West Bengal(State),315,Kolkata,KOLKATA,West Bengal(State),KLK,17,342,Not Covered,,,,
767,19,West Bengal(State),316,Malda,MALDA,West Bengal(State),MLD,6,332,Not Covered,,,,
768,19,West Bengal(State),319,Murshidabad,MURSHIDABAD,West Bengal(State),MRS,7,333,Not Covered,,,,
769,19,West Bengal(State),320,Nadia,NADIA,West Bengal(State),NAD,10,336,Not Covered,,,,
770,19,West Bengal(State),303,North 24 Parganas,NORTH TWENTY FOUR PARGANAS,West Bengal(State),S24,11,337,Not Covered,,,,
771,19,West Bengal(State),704,Paschim Bardhaman,PASCHIM BARDHAMAN,West Bengal(State),MBR,,0,Not Covered,,,,
772,19,West Bengal(State),318,Paschim Medinipur,PASCHIM MEDINIPUR,West Bengal(State),MPW,15,344,Not Covered,,,,
773,19,West Bengal(State),306,Purba Bardhaman,PURBA BARDHAMAN,West Bengal(State),BRD,9,335,Not Covered,,,,
774,19,West Bengal(State),317,Purba Medinipur,PURBA MEDINIPUR,West Bengal(State),MPE,15,345,Not Covered,,,,
775,19,West Bengal(State),321,Purulia,PURULIA,West Bengal(State),PRL,14,340,Not Covered,,,,
776,19,West Bengal(State),304,South 24 Parganas,SOUTH 24 Parganas,West Bengal(State),N24,18,343,Not Covered,,,,
777,19,West Bengal(State),311,Uttar Dinajpur,UTTAR DINAJPUR,West Bengal(State),DPU,4,330,Not Covered,,,,
